canonical_smiles,random_smiles,MolLogP,MolMR,BalabanJ,NumHAcceptors,NumHDonors,NumValenceElectrons,TPSA
C[n+]1c2ccccc2c(N)c2ccccc21,C[n+]1c2c(c(N)c3ccccc31)cccc2,-0.06947888672977504,0.13366902985529844,0.13503506447372565,-0.9980333476740738,0.018167329667695013,-0.20922276665504203,-0.6242668805037018
c1ccc2cnccc2c1,c1ccc2cnccc2c1,-0.16159647393732923,-0.8611229808777568,0.4929478411269017,-0.9980333476740738,-0.8243425836716596,-1.1114066565753735,-1.0736516172497892
Cc1c(N)cccc1[N+](=O)[O-],Cc1c(N)cccc1[N+](=O)[O-],-0.5802203520549571,-0.841352495293254,1.114774664871898,-0.038628335237911544,0.018167329667695013,-0.8106786932685963,0.41293739725358153
CCCNc1c([N+](=O)[O-])ccc(Cl)c1C(=O)O,c1(C(=O)O)c(NCCC)c([N+](=O)[O-])ccc1Cl,0.13643101408711086,0.007999833498750249,1.2897172007189934,0.44107417098016954,0.8606772430070495,0.21179638197444603,1.028760925387109
CNC(=O)N(C)N=O,N(N(C(NC)=O)C)=O,-1.4440922696383756,-1.4009696947507084,1.6777794213866817,-0.038628335237911544,0.018167329667695013,-1.171552249236729,0.21770205307053725
Nc1cccc2c1C(=O)c1ccccc1C2=O,c12ccccc1C(=O)c1c(cccc1N)C2=O,-0.26807077425121517,0.020385877570187123,-0.3360234793053412,-0.038628335237911544,0.018167329667695013,-0.08893158133233114,0.1751676952715249
CC(=O)C1(C)OC12C=Cc1ccccc1C2=O,CC(C1(C)OC12C(=O)c1ccccc1C=C2)=O,-0.28561166108151964,-0.03674327618025917,-0.7551607318155696,-0.038628335237911544,-0.8243425836716596,0.03135960399037973,-0.18122266914380253
Oc1ccc(Cl)cc1Cc1ccccc1,c1cc(O)c(Cc2ccccc2)cc1Cl,0.6213750859784258,-0.05025782648931588,-0.4866070357056927,-0.9980333476740738,0.018167329667695013,-0.26936835931639747,-0.879737215855534
O=CC1CO1,O=CC1CO1,-1.6423489809783451,-1.8810645591920538,-0.5933609636723982,-0.5183308414559926,-0.8243425836716596,-1.712862583188928,-0.632192537236437
ClC1c2cccc3ccc4c5ccccc5cc1c4c23,c1cc2c3c(cc4c2cccc4)C(Cl)c2cccc1c32,1.8232051473388367,0.9048909790601748,-0.6684894891863646,-1.4777358538921548,-0.8243425836716596,0.27194197463580144,-1.4141906681996461
COc1ccc(C(=O)n2ncc(Cl)c(Cl)c2=O)cc1,COc1ccc(C(n2ncc(Cl)c(Cl)c2=O)=O)cc1,-0.1546694995202661,0.2987022538941168,-0.2291381833769006,0.9207766771982506,-0.8243425836716596,0.3922331599585123,0.20237911672058254
O=CC(Br)=C(Br)C(=O)O,O=C(C(Br)=C(Br)C=O)O,-0.699833558682498,-0.9855024558198826,3.0473593890581654,-0.5183308414559926,0.018167329667695013,-1.051261063914018,0.022202520329735034
C1=Cc2ccc3c4c(ccc1c24)-c1ccccc1-3,c1ccc2c(c1)-c1c3c4c(ccc3-2)C=Cc4cc1,1.366918638963275,0.5372417344000615,-0.7605663461292803,-1.4777358538921548,-0.8243425836716596,-0.08893158133233114,-1.4141906681996461
CN(Cc1ccc([N+](=O)[O-])cc1)N=O,c1(CN(N=O)C)ccc([N+]([O-])=O)cc1,-0.45588116126867834,-0.5223587774077314,0.23816218324864669,0.44107417098016954,-0.8243425836716596,-0.3295139519777529,0.5886227881625459
c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,c12c(ccc3c1-c1c4c-3cccc4ccc1)cccc2,1.7408635320908477,0.8745353408914466,-0.8055718777178514,-1.4777358538921548,-0.8243425836716596,0.21179638197444603,-1.4141906681996461
N#CC1=C(C#N)SCCS1,C1CSC(C#N)=C(C#N)S1,-0.44629512247861397,-0.805090876745066,0.4874400281803421,0.44107417098016954,-0.8243425836716596,-1.051261063914018,-0.1571815103878391
Cc1cccc(OCC(O)CNC(C)(C)C)c1C,c1c(OCC(CNC(C)(C)C)O)c(C)c(C)cc1,-0.05185979212379429,0.45339018207517556,-0.2485909244140358,-0.038628335237911544,0.8606772430070495,0.5125243452812233,-0.3180723420623641
